Time	Open	High	Low	Close
2025.01.08 00:00:00	0.82885	0.83513	0.8283	0.83433
2025.01.09 00:00:00	0.83445	0.84058	0.83419	0.83701
2025.01.10 00:00:00	0.83714	0.83931	0.83643	0.8391
2025.01.12 00:00:00	0.8385	0.83923	0.83829	0.83908
2025.01.13 00:00:00	0.83926	0.84235	0.83784	0.83893
2025.01.14 00:00:00	0.83906	0.84502	0.83863	0.84382
2025.01.15 00:00:00	0.84396	0.84621	0.83996	0.84073
2025.01.16 00:00:00	0.84086	0.84374	0.84074	0.8418
2025.01.17 00:00:00	0.84194	0.84528	0.84176	0.84391
2025.01.19 00:00:00	0.84353	0.84439	0.84287	0.84415
2025.01.20 00:00:00	0.84433	0.84728	0.84361	0.84483
2025.01.21 00:00:00	0.84496	0.84618	0.84291	0.84318
2025.01.22 00:00:00	0.84331	0.8463	0.84331	0.84503
2025.01.23 00:00:00	0.84517	0.84571	0.84281	0.84292
2025.01.24 00:00:00	0.84305	0.84616	0.84034	0.84065
2025.01.26 00:00:00	0.83985	0.84051	0.83939	0.83996
2025.01.27 00:00:00	0.84014	0.84199	0.83784	0.83805
2025.01.28 00:00:00	0.83819	0.8395	0.83787	0.83796
2025.01.29 00:00:00	0.83809	0.83868	0.83632	0.83678
2025.01.30 00:00:00	0.83691	0.83894	0.83591	0.83674
2025.01.31 00:00:00	0.83687	0.83736	0.83538	0.83579
2025.02.02 00:00:00	0.83093	0.83356	0.83084	0.83356
2025.02.03 00:00:00	0.8337	0.8345	0.82909	0.83048
2025.02.04 00:00:00	0.83061	0.83295	0.82966	0.83114
2025.02.05 00:00:00	0.83129	0.83354	0.83036	0.83159
2025.02.06 00:00:00	0.83173	0.83769	0.83146	0.835
